Ensembl Gene ID	Ensembl Transcript ID	3' UTR Start	3' UTR End
FBgn0039530	FBtr0302589		
FBgn0039530	FBtr0302589	27634027	27634932
FBgn0039530	FBtr0302590		
FBgn0039530	FBtr0302590	27634027	27634932
FBgn0014075	FBtr0075064		
FBgn0014075	FBtr0075064	18877780	18878245
FBgn0028563	FBtr0088777		
FBgn0028563	FBtr0088777	8086581	8087151
FBgn0000479	FBtr0070520		
FBgn0000479	FBtr0070520	3339174	3339327
FBgn0000479	FBtr0070511		
FBgn0000479	FBtr0070511	3339174	3339327
FBgn0000479	FBtr0070509		
FBgn0000479	FBtr0070509	3339174	3339327
FBgn0000479	FBtr0333317		
FBgn0000479	FBtr0333317	3339174	3343767
FBgn0000479	FBtr0333316		
FBgn0000479	FBtr0333316	3339174	3343767
FBgn0000479	FBtr0070518		
FBgn0000479	FBtr0070518	3339174	3339327
FBgn0000479	FBtr0333312		
FBgn0000479	FBtr0333312	3339174	3343767
FBgn0000479	FBtr0070519		
FBgn0000479	FBtr0070519	3339174	3343767
FBgn0000479	FBtr0070513		
FBgn0000479	FBtr0070513	3339174	3339327
FBgn0000479	FBtr0070517		
FBgn0000479	FBtr0070517	3339174	3339327
FBgn0000479	FBtr0070522		
FBgn0000479	FBtr0070522	3339174	3339327
FBgn0000479	FBtr0333313		
FBgn0000479	FBtr0333313	3339174	3343767
FBgn0000479	FBtr0070521		
FBgn0000479	FBtr0070521	3339174	3339327
FBgn0000479	FBtr0070515		
FBgn0000479	FBtr0070515	3339174	3339327
FBgn0000479	FBtr0333315		
FBgn0000479	FBtr0333315	3339174	3343767
FBgn0000479	FBtr0070512		
FBgn0000479	FBtr0070512	3339174	3339327
FBgn0000479	FBtr0333314		
FBgn0000479	FBtr0333314	3339174	3343767
FBgn0035656	FBtr0077070		
FBgn0035656	FBtr0077070	5967545	5967810
FBgn0035656	FBtr0332041		
FBgn0035656	FBtr0332041	5967545	5967810
FBgn0039630	FBtr0346138		
FBgn0039630	FBtr0346138	29055767	29055837
FBgn0039630	FBtr0085363		
FBgn0039630	FBtr0085363	29055767	29055837
FBgn0042131	FBtr0073361	4806053	4806170
FBgn0010041	FBtr0082572	12376415	12376572
FBgn0035601	FBtr0077156		
FBgn0035601	FBtr0077156	5362884	5363874
FBgn0035601	FBtr0077155		
FBgn0035601	FBtr0077155	5363186	5363874
FBgn0035601	FBtr0345026		
FBgn0035601	FBtr0345026	5363150	5363874
FBgn0036470	FBtr0075631	15055458	15055565
FBgn0004102	FBtr0331737		
FBgn0004102	FBtr0331737	8630159	8632669
FBgn0004102	FBtr0331738		
FBgn0004102	FBtr0331738	8630159	8632669
FBgn0004102	FBtr0300106		
FBgn0004102	FBtr0300106	8630159	8632669
FBgn0004102	FBtr0331306	8630159	8632669
FBgn0004102	FBtr0331306		
FBgn0004102	FBtr0331305		
FBgn0004102	FBtr0331305	8630159	8632669
FBgn0010051	FBtr0078687		
FBgn0010051	FBtr0078687	5538652	5539284
FBgn0010051	FBtr0344265		
FBgn0010051	FBtr0344265	5538652	5539411
FBgn0010051	FBtr0078686		
FBgn0010051	FBtr0078686	5538652	5539284
FBgn0031745	FBtr0342620		
FBgn0031745	FBtr0342620	5859769	5860179
FBgn0031745	FBtr0079158		
FBgn0031745	FBtr0079158	5859769	5860179
FBgn0050382	FBtr0302223		
FBgn0050382	FBtr0302223	7830413	7830510
FBgn0050382	FBtr0088894		
FBgn0050382	FBtr0088894	7830413	7830510
FBgn0031359	FBtr0306167		
FBgn0031359	FBtr0306167	1716244	1717102
FBgn0031359	FBtr0305618		
FBgn0031359	FBtr0305618	1716244	1717102
FBgn0031359	FBtr0077910		
FBgn0031359	FBtr0077910	1716899	1717102
FBgn0031597	FBtr0077464	4380722	4380782
FBgn0031597	FBtr0077463		
FBgn0031597	FBtr0077463	4380722	4380782
FBgn0032797	FBtr0081281		
FBgn0032797	FBtr0081281	19510117	19510551
FBgn0032797	FBtr0302107		
FBgn0032797	FBtr0302107	19508953	19509158
FBgn0032797	FBtr0081280		
FBgn0032797	FBtr0081280	19508953	19509158
FBgn0032797	FBtr0302108		
FBgn0032797	FBtr0302108	19508953	19509158
FBgn0032797	FBtr0299519		
FBgn0032797	FBtr0299519	19514510	19514815
FBgn0000257	FBtr0074727		
FBgn0000257	FBtr0074727	19568318	19569401
FBgn0000257	FBtr0074728	19568318	19569401
FBgn0000257	FBtr0074728		
FBgn0000257	FBtr0331158		
FBgn0000257	FBtr0331158	19568384	19569401
FBgn0085356	FBtr0112529	17222968	17223123
FBgn0040634	FBtr0345810		
FBgn0040634	FBtr0345810	20770008	20770138
FBgn0040634	FBtr0078246		
FBgn0040634	FBtr0078246	20770008	20770080
FBgn0035154	FBtr0072609		
FBgn0035154	FBtr0072609	685942	685990
FBgn0039272	FBtr0113284		
FBgn0039272	FBtr0113284	25072599	25072712
FBgn0039272	FBtr0302406		
FBgn0039272	FBtr0302406	25072599	25072712
FBgn0039272	FBtr0084767		
FBgn0039272	FBtr0084767	25072599	25072712
FBgn0039272	FBtr0302404		
FBgn0039272	FBtr0302404	25072599	25072712
FBgn0039272	FBtr0309271		
FBgn0039272	FBtr0309271	25072599	25072712
FBgn0039272	FBtr0302405		
FBgn0039272	FBtr0302405	25072599	25072712
FBgn0039272	FBtr0084768		
FBgn0039272	FBtr0084768	25072599	25072712
FBgn0263040	FBtr0306929		
FBgn0032922	FBtr0301238		
FBgn0032922	FBtr0301238	21157444	21157516
FBgn0032922	FBtr0081500		
FBgn0032922	FBtr0081500	21157433	21157516
FBgn0086899	FBtr0112680		
FBgn0086899	FBtr0112680	3786405	3786636
FBgn0086899	FBtr0301659		
FBgn0086899	FBtr0301659	3786405	3786969
FBgn0086899	FBtr0299580		
FBgn0086899	FBtr0299580	3786405	3788818
FBgn0086899	FBtr0070596		
FBgn0086899	FBtr0070596	3786405	3787977
FBgn0086899	FBtr0299581		
FBgn0086899	FBtr0299581	3786405	3787977
FBgn0086899	FBtr0299582		
FBgn0086899	FBtr0299582	3786405	3787977
FBgn0086899	FBtr0345319		
FBgn0086899	FBtr0345319	3786405	3786636
FBgn0086899	FBtr0299583		
FBgn0086899	FBtr0299583	3786405	3786969
FBgn0086899	FBtr0299579		
FBgn0086899	FBtr0299579	3786405	3787977
FBgn0086899	FBtr0333751		
FBgn0086899	FBtr0333751	3786405	3789770
FBgn0086899	FBtr0333753		
FBgn0086899	FBtr0333753	3786405	3789770
FBgn0086899	FBtr0333752		
FBgn0086899	FBtr0333752	3786405	3786969
FBgn0027617	FBtr0084738		
FBgn0027617	FBtr0084738	24814903	24814928
FBgn0262686	FBtr0305610		
FBgn0029969	FBtr0345982	7887130	7887437
FBgn0029969	FBtr0071143	7887269	7887437
FBgn0030542	FBtr0100281	14187642	14187841
FBgn0261593	FBtr0344339	19598917	19599075
FBgn0261593	FBtr0074732		
FBgn0261593	FBtr0074732	19598917	19599806
FBgn0261593	FBtr0308192		
FBgn0261593	FBtr0308192	19598917	19599075
FBgn0261593	FBtr0074731		
FBgn0261593	FBtr0074731	19598917	19599075
FBgn0046763	FBtr0084047		
FBgn0046763	FBtr0084047	21021044	21021269
FBgn0030993	FBtr0074669		
FBgn0030993	FBtr0074669	19190089	19190193
FBgn0064225	FBtr0111132		
FBgn0064225	FBtr0111132	22534801	22534868
FBgn0064225	FBtr0332633		
FBgn0064225	FBtr0332633	22533917	22534868
FBgn0064225	FBtr0344793		
FBgn0064225	FBtr0344793	22532279	22534868
FBgn0064225	FBtr0111129		
FBgn0064225	FBtr0111129	22534801	22534868
FBgn0010038	FBtr0082569	12372646	12372704
FBgn0050476	FBtr0087439		
FBgn0050476	FBtr0087439	14753114	14753269
FBgn0085318	FBtr0290252	23506908	23506980
FBgn0085318	FBtr0307053		
FBgn0085318	FBtr0307053	23506908	23506980
FBgn0000046	FBtr0346242		
FBgn0000046	FBtr0346242	13427735	13428375
FBgn0000046	FBtr0082785		
FBgn0000046	FBtr0082785	13427735	13428089
FBgn0000046	FBtr0082786	13427735	13428089
FBgn0050081	FBtr0087365		
FBgn0051216	FBtr0335415		
FBgn0051216	FBtr0335415	19698184	19698742
FBgn0051216	FBtr0083786		
FBgn0051216	FBtr0083786	19698184	19698550
FBgn0036654	FBtr0075317		
FBgn0036654	FBtr0075317	16706229	16706428
FBgn0036654	FBtr0344229		
FBgn0036654	FBtr0344229	16706229	16706428
FBgn0262889	FBtr0306303		
FBgn0262889	FBtr0306303	12243999	12244070
FBgn0029502	FBtr0070963		
FBgn0029502	FBtr0070963	6772946	6773039
FBgn0032214	FBtr0079987		
FBgn0032214	FBtr0079987	10307972	10308045
FBgn0029147	FBtr0071762		
FBgn0029147	FBtr0071762	22130114	22130184
FBgn0029147	FBtr0308350		
FBgn0029147	FBtr0308350	22130114	22130184
FBgn0053302	FBtr0079936		
FBgn0053302	FBtr0079936	10055873	10055935
FBgn0262881	FBtr0345941	14638711	14638935
FBgn0262881	FBtr0306289	14638711	14638775
FBgn0040342	FBtr0070189	930931	931027
FBgn0030536	FBtr0073854		
FBgn0030536	FBtr0073854	13956390	13956574
FBgn0052392	FBtr0076947		
FBgn0052392	FBtr0076947	6756629	6756931
FBgn0052392	FBtr0076948		
FBgn0052392	FBtr0076948	6756629	6756931
FBgn0029989	FBtr0071124	8019523	8019635
FBgn0030294	FBtr0073456		
FBgn0030294	FBtr0073456	11359764	11360929
FBgn0034118	FBtr0340060	16345766	16345828
FBgn0034118	FBtr0087150	16345766	16345828
FBgn0010282	FBtr0081719		
FBgn0010282	FBtr0081719	6382530	6382604
FBgn0033544	FBtr0088219		
FBgn0033544	FBtr0088219	10737371	10738370
FBgn0033544	FBtr0088217		
FBgn0033544	FBtr0088217	10737371	10738370
FBgn0033544	FBtr0088216		
FBgn0033544	FBtr0088216	10737371	10738370
FBgn0033544	FBtr0088218		
FBgn0033544	FBtr0088218	10737371	10737425
FBgn0033544	FBtr0339465		
FBgn0033544	FBtr0339465	10737371	10738370
FBgn0033544	FBtr0113064		
FBgn0033544	FBtr0113064	10737371	10737425
FBgn0035754	FBtr0076889		
FBgn0035754	FBtr0076889	7249529	7249609
FBgn0265177	FBtr0339085		
FBgn0265177	FBtr0339085	16196803	16196928
FBgn0265177	FBtr0339084	16196803	16196928
FBgn0265177	FBtr0339084		
FBgn0000276	FBtr0085612		
FBgn0000276	FBtr0085612	30211201	30211273
FBgn0266409	FBtr0344360		
FBgn0266409	FBtr0344360	22730108	22732362
FBgn0266409	FBtr0344359		
FBgn0266409	FBtr0344359	22730108	22732362
FBgn0266409	FBtr0344362		
FBgn0266409	FBtr0344362	22730108	22730876
FBgn0266409	FBtr0344358		
FBgn0266409	FBtr0344358	22730108	22730876
FBgn0266409	FBtr0344361		
FBgn0266409	FBtr0344361	22730108	22732362
FBgn0250850	FBtr0086252		
FBgn0250850	FBtr0086252	20633876	20634190
FBgn0028943	FBtr0080516	13535291	13535397
FBgn0038595	FBtr0083600	18278181	18278280
FBgn0035480	FBtr0333139		
FBgn0035480	FBtr0333139	3951193	3951351
FBgn0035480	FBtr0290224		
FBgn0035480	FBtr0290224	3951193	3951351
FBgn0264832	FBtr0334694	15320608	15320691
FBgn0040725	FBtr0078004	776842	776941
FBgn0250755	FBtr0290135		
FBgn0250755	FBtr0290135	31799634	31800171
FBgn0010575	FBtr0301548		
FBgn0010575	FBtr0301548	18285124	18285232
FBgn0010575	FBtr0301547		
FBgn0010575	FBtr0301547	18278980	18280102
FBgn0010575	FBtr0301549		
FBgn0010575	FBtr0301549	18285124	18285232
FBgn0010575	FBtr0329997		
FBgn0010575	FBtr0329997	18279065	18280048
FBgn0010575	FBtr0086766		
FBgn0010575	FBtr0086766	18285124	18285232
FBgn0010575	FBtr0301551		
FBgn0010575	FBtr0301551	18279065	18280102
FBgn0010575	FBtr0301550		
FBgn0010575	FBtr0301550	18278198	18280102
FBgn0030037	FBtr0300383		
FBgn0030037	FBtr0300383	8434391	8434644
FBgn0030037	FBtr0345986		
FBgn0030037	FBtr0345986	8433923	8434644
FBgn0030037	FBtr0071246		
FBgn0030037	FBtr0071246	8433923	8434644
FBgn0263392	FBtr0309120		
FBgn0263392	FBtr0309120	2786207	2788549
FBgn0263392	FBtr0333881		
FBgn0263392	FBtr0333881	2786487	2788549
FBgn0263392	FBtr0309119		
FBgn0263392	FBtr0309119	2786487	2788549
FBgn0263392	FBtr0309117		
FBgn0263392	FBtr0309117	2786207	2788549
FBgn0263392	FBtr0309118		
FBgn0263392	FBtr0309118	2786487	2788549
FBgn0263392	FBtr0333880		
FBgn0263392	FBtr0333880	2786207	2788549
FBgn0029995	FBtr0301736		
FBgn0029995	FBtr0301736	8084018	8084082
FBgn0031313	FBtr0331289		
FBgn0031313	FBtr0331289	1160290	1160443
FBgn0031313	FBtr0077982		
FBgn0031313	FBtr0077982	1160290	1160443
FBgn0031313	FBtr0077981		
FBgn0031313	FBtr0077981	1160290	1160443
FBgn0032505	FBtr0080464	13348823	13348959
FBgn0032505	FBtr0345611	13348823	13349020
FBgn0037124	FBtr0078455	21732806	21732936
FBgn0051320	FBtr0082943	14358356	14358599
FBgn0031418	FBtr0331441		
FBgn0031418	FBtr0331441	2372455	2372509
FBgn0031418	FBtr0303027		
FBgn0031418	FBtr0303027	2372455	2372509
FBgn0031418	FBtr0077791		
FBgn0031418	FBtr0077791	2372455	2372509
FBgn0036577	FBtr0075485		
FBgn0002862	FBtr0082884		
FBgn0002862	FBtr0082884	13827151	13827299
FBgn0002862	FBtr0346062	13827151	13827299
FBgn0002862	FBtr0346062		
FBgn0085344	FBtr0300287		
FBgn0085344	FBtr0300287	13205182	13205389
FBgn0085344	FBtr0300287	13204315	13205118
FBgn0085344	FBtr0300287	13203018	13204255
FBgn0085344	FBtr0300287	13202728	13202952
FBgn0051524	FBtr0085684		
FBgn0051524	FBtr0085684	30512325	30512395
FBgn0051524	FBtr0110860		
FBgn0051524	FBtr0110860	30512325	30512395
FBgn0032972	FBtr0085943	22106862	22106950
FBgn0037406	FBtr0078588		
FBgn0037406	FBtr0078588	6174834	6174971
FBgn0027590	FBtr0072436		
FBgn0027590	FBtr0072436	24766718	24766840
FBgn0027590	FBtr0343496		
FBgn0027590	FBtr0343496	24766744	24766840
FBgn0027590	FBtr0305309		
FBgn0027590	FBtr0305309	24766718	24766840
FBgn0027590	FBtr0305310		
FBgn0027590	FBtr0305310	24766744	24766840
FBgn0052506	FBtr0307539		
FBgn0052506	FBtr0307539	20465589	20466220
FBgn0052506	FBtr0340401		
FBgn0052506	FBtr0340401	20465589	20467065
FBgn0085411	FBtr0332687		
FBgn0085411	FBtr0332687	9884376	9884493
FBgn0085411	FBtr0332685		
FBgn0085411	FBtr0332685	9884376	9884493
FBgn0085411	FBtr0332686		
FBgn0085411	FBtr0332686	9884376	9884493
FBgn0085411	FBtr0112620		
FBgn0085411	FBtr0112620	9884376	9884493
FBgn0035829	FBtr0076765	7975438	7975741
FBgn0035829	FBtr0076764		
FBgn0035829	FBtr0076764	7975438	7975649
FBgn0041246	FBtr0080198		
FBgn0041246	FBtr0080198	11115756	11115823
FBgn0039302	FBtr0304692		
FBgn0039302	FBtr0304692	25258560	25258672
FBgn0039302	FBtr0084813		
FBgn0039302	FBtr0084813	25258560	25258672
FBgn0028487	FBtr0082847		
FBgn0028487	FBtr0082847	13695263	13695536
FBgn0028487	FBtr0334526		
FBgn0028487	FBtr0334526	13695263	13695536
FBgn0028487	FBtr0334528		
FBgn0028487	FBtr0334528	13696203	13696283
FBgn0028487	FBtr0334528	13695961	13696149
FBgn0028487	FBtr0334528	13695706	13695891
FBgn0028487	FBtr0334528	13695263	13695642
FBgn0028487	FBtr0112938		
FBgn0028487	FBtr0112938	13695961	13696149
FBgn0028487	FBtr0112938	13695706	13695891
FBgn0028487	FBtr0112938	13695263	13695642
FBgn0028487	FBtr0112938	13696439	13696440
FBgn0028487	FBtr0112938	13696203	13696346
FBgn0028487	FBtr0112937		
FBgn0028487	FBtr0112937	13695961	13696149
FBgn0028487	FBtr0112937	13695706	13695891
FBgn0028487	FBtr0112937	13695263	13695642
FBgn0028487	FBtr0112937	13696203	13696346
FBgn0028487	FBtr0112937	13696437	13696437
FBgn0028487	FBtr0334529		
FBgn0028487	FBtr0334529	13695961	13696149
FBgn0028487	FBtr0334529	13695706	13695891
FBgn0028487	FBtr0334529	13695263	13695642
FBgn0028487	FBtr0334529	13696203	13696346
FBgn0028487	FBtr0334529	13696437	13696437
FBgn0028487	FBtr0112939		
FBgn0028487	FBtr0112939	13695263	13695536
FBgn0028487	FBtr0082846		
FBgn0028487	FBtr0082846	13695263	13695536
FBgn0028487	FBtr0334527		
FBgn0028487	FBtr0334527	13695263	13695536
FBgn0038811	FBtr0302323		
FBgn0038811	FBtr0302323	20591024	20591085
FBgn0038811	FBtr0083944		
FBgn0038811	FBtr0083944	20591024	20591085
FBgn0031676	FBtr0079009		
FBgn0031676	FBtr0079009	5054379	5054575
FBgn0040786	FBtr0299563	19806811	19806939
FBgn0264493	FBtr0100361		
FBgn0264493	FBtr0100361	13967955	13969185
FBgn0264493	FBtr0301632		
FBgn0264493	FBtr0301632	13967955	13969185
FBgn0264493	FBtr0301633		
FBgn0264493	FBtr0301633	13968625	13969185
FBgn0264493	FBtr0301634		
FBgn0264493	FBtr0301634	13967955	13969185
FBgn0264493	FBtr0334298		
FBgn0264493	FBtr0334298	13967061	13969185
FBgn0036553	FBtr0333576		
FBgn0036553	FBtr0333576	15981468	15981888
FBgn0036553	FBtr0075516	15981468	15981888
FBgn0036553	FBtr0075516		
FBgn0038258	FBtr0331700		
FBgn0038258	FBtr0331700	14751748	14751875
FBgn0015381	FBtr0079145		
FBgn0015381	FBtr0079145	5938056	5938766
FBgn0015381	FBtr0333245		
FBgn0015381	FBtr0333245	5938056	5939261
FBgn0000567	FBtr0305796		
FBgn0000567	FBtr0305796	17560158	17561769
FBgn0000567	FBtr0075202		
FBgn0000567	FBtr0075202	17560158	17561769
FBgn0000567	FBtr0075204		
FBgn0000567	FBtr0075204	17560158	17561769
FBgn0000567	FBtr0075203		
FBgn0000567	FBtr0075203	17560158	17561769
FBgn0000567	FBtr0100411		
FBgn0000567	FBtr0100411	17558672	17561769
FBgn0052939	FBtr0082085		
FBgn0052939	FBtr0082085	9694038	9694461
FBgn0039038	FBtr0084343		
FBgn0039038	FBtr0084343	23015075	23015475
FBgn0029859	FBtr0070926		
FBgn0029859	FBtr0070926	6293106	6293179
FBgn0030452	FBtr0073724		
FBgn0030452	FBtr0073724	13134437	13134565
FBgn0030452	FBtr0339678	13134437	13134565
FBgn0030452	FBtr0339678		
FBgn0030452	FBtr0339677		
FBgn0030452	FBtr0339677	13134437	13134839
FBgn0030521	FBtr0073838		
FBgn0030521	FBtr0073838	13780016	13780176
FBgn0030521	FBtr0346091		
FBgn0030521	FBtr0346091	13779847	13780176
FBgn0030693	FBtr0074186		
FBgn0030693	FBtr0074186	15793721	15794100
FBgn0030693	FBtr0074187		
FBgn0030693	FBtr0074187	15793721	15794100
FBgn0030693	FBtr0074189		
FBgn0030693	FBtr0074189	15793721	15794100
FBgn0030693	FBtr0074188		
FBgn0030693	FBtr0074188	15793721	15794100
FBgn0030693	FBtr0074185		
FBgn0030693	FBtr0074185	15793721	15794100
FBgn0053514	FBtr0091456		
FBgn0053514	FBtr0091456	4366491	4366671
FBgn0000568	FBtr0075148		
FBgn0000568	FBtr0075148	17953358	17953640
FBgn0000568	FBtr0306814		
FBgn0000568	FBtr0306814	17950953	17953640
FBgn0000568	FBtr0306813		
FBgn0000568	FBtr0306813	17953358	17953640
FBgn0000568	FBtr0075151		
FBgn0000568	FBtr0075151	17953358	17953640
FBgn0000568	FBtr0347013		
FBgn0000568	FBtr0347013	17953358	17953640
FBgn0000568	FBtr0075149		
FBgn0000568	FBtr0075149	17952162	17953640
FBgn0000568	FBtr0075150		
FBgn0000568	FBtr0075150	17952162	17953640
FBgn0052808	FBtr0070295		
FBgn0052808	FBtr0070295	1468693	1468729
FBgn0001149	FBtr0100410		
FBgn0001149	FBtr0100410	12367817	12367941
FBgn0001149	FBtr0082607		
FBgn0001149	FBtr0082607	12367817	12367941
FBgn0027507	FBtr0331967		
FBgn0027507	FBtr0331967	5655811	5656778
FBgn0027507	FBtr0086034		
FBgn0027507	FBtr0086034	5655811	5655929
FBgn0035703	FBtr0303036		
FBgn0035703	FBtr0303036	6491050	6491210
FBgn0035073	FBtr0072423		
FBgn0035073	FBtr0072423	24871407	24871489
FBgn0031912	FBtr0079445		
FBgn0031912	FBtr0079445	7429873	7430329
FBgn0031912	FBtr0332529		
FBgn0031912	FBtr0332529	7429873	7430329
FBgn0031912	FBtr0332527		
FBgn0031912	FBtr0332527	7429873	7430329
FBgn0031912	FBtr0332528		
FBgn0031912	FBtr0332528	7429873	7430329
FBgn0031912	FBtr0079444		
FBgn0031912	FBtr0079444	7429873	7430329
FBgn0031912	FBtr0332526		
FBgn0031912	FBtr0332526	7429873	7430329
FBgn0020638	FBtr0077058		
FBgn0020638	FBtr0077058	6134697	6134834
FBgn0004173	FBtr0081586		
FBgn0004173	FBtr0081586	7365160	7365280
FBgn0086605	FBtr0078949		
FBgn0086605	FBtr0078949	4398558	4398752
FBgn0086605	FBtr0113192		
FBgn0086605	FBtr0113192	4398558	4398752
FBgn0086605	FBtr0344215		
FBgn0086605	FBtr0344215	4398381	4398752
FBgn0031718	FBtr0114511	5549709	5549820
FBgn0034248	FBtr0086902	17585635	17585789
FBgn0034248	FBtr0345525	17585195	17585789
FBgn0034248	FBtr0329863		
FBgn0034248	FBtr0329863	17585635	17585789
FBgn0038018	FBtr0082610	12363667	12363916
FBgn0038018	FBtr0344388	12363784	12363916
FBgn0028407	FBtr0087980		
FBgn0028407	FBtr0087980	12062046	12062866
FBgn0028407	FBtr0087979		
FBgn0028407	FBtr0087979	12062046	12062620
FBgn0037493	FBtr0081579		
FBgn0038157	FBtr0082791		
FBgn0029942	FBtr0071047		
FBgn0029942	FBtr0071047	7288050	7288117
FBgn0029942	FBtr0303414		
FBgn0029942	FBtr0303414	7288050	7288117
FBgn0010830	FBtr0078535		
FBgn0010830	FBtr0078535	22738602	22739100
FBgn0032156	FBtr0300870		
FBgn0032156	FBtr0300870	9903379	9903716
FBgn0032156	FBtr0300869		
FBgn0032156	FBtr0300869	9903379	9903716
FBgn0032156	FBtr0300871		
FBgn0032156	FBtr0300871	9903279	9903716
FBgn0032156	FBtr0079903		
FBgn0032156	FBtr0079903	9903379	9903716
FBgn0032156	FBtr0300868		
FBgn0032156	FBtr0300868	9903379	9903716
FBgn0032156	FBtr0290197		
FBgn0032156	FBtr0290197	9903386	9903716
FBgn0032156	FBtr0300866		
FBgn0032156	FBtr0300866	9903379	9903716
FBgn0032156	FBtr0079902		
FBgn0032156	FBtr0079902	9903379	9903716
FBgn0032156	FBtr0300867		
FBgn0032156	FBtr0300867	9903379	9903716
FBgn0033893	FBtr0087599	14029067	14029096
FBgn0029134	FBtr0088224		
FBgn0029134	FBtr0088224	10820984	10821178
FBgn0029134	FBtr0088225	10820984	10821178
FBgn0029134	FBtr0088225		
FBgn0039425	FBtr0085006		
FBgn0039425	FBtr0085006	26415349	26416192
FBgn0039425	FBtr0306708		
FBgn0039425	FBtr0306708	26415349	26415952
FBgn0039425	FBtr0306708	26416014	26416192
FBgn0034480	FBtr0086325		
FBgn0034480	FBtr0086325	20003620	20003690
FBgn0038188	FBtr0082879		
FBgn0038188	FBtr0082879	13942238	13942347
FBgn0047135	FBtr0073107		
FBgn0047135	FBtr0073107	3197863	3198320
FBgn0047135	FBtr0073106	3197863	3198320
FBgn0047135	FBtr0073106		
FBgn0030868	FBtr0074474	17819155	17819237
FBgn0262366	FBtr0304649	11835193	11835246
FBgn0262366	FBtr0345119	11834721	11835246
FBgn0038873	FBtr0339193		
FBgn0038873	FBtr0339193	21245330	21245418
FBgn0023520	FBtr0070349	1937700	1938490
FBgn0033050	FBtr0335285		
FBgn0033050	FBtr0335285	6020016	6020695
FBgn0033050	FBtr0085972		
FBgn0033050	FBtr0085972	6020016	6020155
FBgn0004066	FBtr0074210		
FBgn0004066	FBtr0074210	16277310	16277587
FBgn0262567	FBtr0304890	17140495	17140629
FBgn0263647	FBtr0310008	12045082	12045356
FBgn0037888	FBtr0082362		
FBgn0037888	FBtr0082362	11240041	11240137
FBgn0030504	FBtr0340191		
FBgn0030504	FBtr0340191	13619276	13619562
FBgn0030504	FBtr0073848		
FBgn0030504	FBtr0073848	13619344	13619562
FBgn0034588	FBtr0345356	21120649	21120705
FBgn0034588	FBtr0071567	21120649	21120705
FBgn0035798	FBtr0331839		
FBgn0035798	FBtr0331839	7569388	7569499
FBgn0035798	FBtr0331840		
FBgn0035798	FBtr0331840	7569388	7569499
FBgn0035798	FBtr0301222		
FBgn0035798	FBtr0301222	7569388	7569499
FBgn0035798	FBtr0301221		
FBgn0035798	FBtr0301221	7569388	7569499
FBgn0035798	FBtr0290277		
FBgn0035798	FBtr0290277	7569388	7569499
FBgn0015286	FBtr0070582		
FBgn0015286	FBtr0070582	3704984	3706146
FBgn0015286	FBtr0070584		
FBgn0015286	FBtr0070584	3707368	3707374
FBgn0015286	FBtr0070584	3704610	3706251
FBgn0015286	FBtr0070583		
FBgn0015286	FBtr0070583	3707368	3707374
FBgn0015286	FBtr0070583	3704984	3706251
FBgn0039033	FBtr0084341		
FBgn0039160	FBtr0084576		
FBgn0039160	FBtr0084576	24167675	24167937
FBgn0037972	FBtr0082507		
FBgn0037972	FBtr0082507	11975424	11975515
FBgn0037972	FBtr0082507	11975156	11975313
FBgn0037972	FBtr0335438		
FBgn0037972	FBtr0335438	11975156	11975313
FBgn0037972	FBtr0335438	11975928	11975991
FBgn0000412	FBtr0301524		
FBgn0000412	FBtr0301524	9238083	9238518
FBgn0000412	FBtr0081987	9238083	9238518
FBgn0000412	FBtr0081987		
FBgn0000412	FBtr0081988		
FBgn0000412	FBtr0081988	9238083	9238518
FBgn0046332	FBtr0085784	31374068	31374198
FBgn0040694	FBtr0346813		
FBgn0040694	FBtr0346813	3620433	3620475
FBgn0040694	FBtr0073140		
FBgn0040694	FBtr0073140	3620433	3620475
FBgn0010194	FBtr0343046	18501401	18501837
FBgn0010194	FBtr0074623	18501556	18501837
FBgn0053287	FBtr0290073		
FBgn0053287	FBtr0290073	20966766	20966857
FBgn0052843	FBtr0087755		
FBgn0052843	FBtr0087755	13267798	13269048
FBgn0052843	FBtr0330736		
FBgn0052843	FBtr0330736	13267798	13268565
FBgn0052843	FBtr0330735		
FBgn0052843	FBtr0330735	13267798	13269099
FBgn0028658	FBtr0331627		
FBgn0028658	FBtr0331627	13810101	13810208
FBgn0028658	FBtr0080573		
FBgn0028658	FBtr0080573	13809020	13810208
FBgn0028658	FBtr0080573	13808360	13808964
FBgn0004811	FBtr0081317		
FBgn0004811	FBtr0081317	19793486	19794524
FBgn0004811	FBtr0332246		
FBgn0004811	FBtr0332246	19793611	19794265
FBgn0004811	FBtr0081316		
FBgn0004811	FBtr0081316	19792773	19792901
FBgn0262890	FBtr0334743		
FBgn0262890	FBtr0334743	10772868	10773229
FBgn0262890	FBtr0334743	10773304	10773399
FBgn0262890	FBtr0306304		
FBgn0262890	FBtr0306304	10772868	10773399
FBgn0085319	FBtr0299531		
FBgn0085319	FBtr0299531	24288553	24288607
FBgn0038601	FBtr0083594		
FBgn0038601	FBtr0083594	18300195	18300372
FBgn0039536	FBtr0330111		
FBgn0039536	FBtr0330111	27676896	27677099
FBgn0039536	FBtr0330109		
FBgn0039536	FBtr0330109	27676896	27677099
FBgn0039536	FBtr0330112		
FBgn0039536	FBtr0330112	27676932	27677099
FBgn0039536	FBtr0330108		
FBgn0039536	FBtr0330108	27676896	27677099
